id,cycle_time_days,material_type,tool_wear_level,clean_room_pressure,layer_thickness_nm,chemical_concentration,etching_voltage,deposition_rate,humidity_level,photoresist_thickness_variation,etching_uniformity,particle_count,doping_concentration,product_defect
TB-78684,57,1,4,152,249.0,0,2,108,1,1.2,2,1.0,3.0,1
HO-52514,37,1,1,118,204.0,0,2,187,1,1.4,2,0.0,7.0,0
SP-51827,44,1,4,115,264.0,0,2,144,0,0.3,1,0.0,3.0,0
QT-82120,43,0,4,136,183.0,0,0,178,0,1.2,1,0.0,3.0,0
QE-12414,57,1,4,132,131.0,0,0,168,0,0.0,1,2.0,7.0,0
NT-27873,57,1,2,154,240.0,0,2,164,0,0.0,1,0.0,7.0,0
HZ-82137,63,0,3,120,354.0,0,0,160,0,0.0,1,0.0,3.0,0
DQ-71999,58,0,4,130,216.0,0,2,117,1,1.9,1,0.0,7.0,1
JP-17070,61,0,4,150,234.0,1,0,154,1,3.0,2,2.0,3.0,1
XD-15894,51,1,2,140,200.0,0,0,160,0,1.6,1,1.0,3.0,0
IV-20816,55,1,4,130,239.0,0,2,168,0,0.5,2,0.0,3.0,0
EK-57104,69,1,3,156,245.0,1,0,151,0,1.6,2,0.0,7.0,0
GI-12038,58,1,4,140,204.0,0,2,138,1,0.9,2,0.0,7.0,1
BJ-12225,43,0,2,120,220.0,0,0,182,1,1.2,1,0.0,7.0,0
JB-77954,56,1,2,130,240.0,0,2,175,0,0.0,1,0.0,7.0,0
DR-66394,42,0,2,120,306.0,1,0,173,0,0.6,1,0.0,3.0,0
EO-11444,48,1,2,128,222.0,0,2,138,0,0.0,2,0.0,3.0,0
YX-80463,59,0,3,135,250.0,0,0,162,0,0.0,1,0.0,3.0,0
SU-86797,53,1,4,120,249.0,1,2,120,0,2.6,2,1.0,7.0,1
IA-85968,58,1,4,114,318.0,0,0,140,0,1.2,2,0.0,6.0,1
XK-17367,42,1,3,140,253.0,0,2,168,0,1.5,2,0.0,6.0,1
VI-11321,52,1,4,112,230.0,0,2,159,0,1.0,2,0.0,3.0,0
PT-11524,58,0,2,130,275.0,0,0,142,0,0.0,1,1.0,3.0,0
MG-34514,62,1,4,145,246.0,0,2,147,0,0.8,1,0.0,3.0,0
RL-29086,60,1,1,178,283.0,0,2,171,0,1.9,2,2.0,7.0,0
FT-74379,63,0,4,108,269.0,0,2,169,0,0.0,1,,3.0,0
OJ-12109,50,1,3,138,245.0,1,2,180,0,0.0,1,0.0,7.0,0
TP-48302,67,0,4,152,564.0,0,2,157,1,4.0,2,3.0,7.0,1
JW-90221,41,1,1,140,204.0,0,0,152,0,0.9,2,0.0,3.0,0
MA-85247,64,1,2,140,322.0,0,0,164,0,0.0,1,0.0,3.0,0
AR-14770,53,0,3,108,214.0,0,0,115,0,0.0,1,0.0,3.0,0
WJ-45849,60,1,3,117,229.0,1,2,115,1,2.0,2,1.0,7.0,1
PE-57736,41,1,2,110,182.0,0,0,182,0,1.0,1,0.0,7.0,0
FK-98926,59,1,2,135,206.0,0,2,162,1,0.0,1,0.0,3.0,0
BG-63287,64,0,4,140,564.0,0,2,154,0,1.6,1,0.0,3.0,0
PR-32385,57,1,3,110,273.0,0,0,167,0,0.0,1,1.0,7.0,0
AS-68167,65,1,4,100,248.0,1,0,125,1,1.2,2,1.0,6.0,1
JF-08252,52,1,4,108,290.0,0,2,144,0,0.1,1,,7.0,1
JV-89311,58,1,4,140,253.0,0,2,144,1,1.0,2,0.0,7.0,1
MX-12748,45,0,4,104,236.0,0,0,159,0,0.0,1,0.0,3.0,0
NN-25019,49,1,4,130,298.0,1,0,186,0,0.0,1,0.0,3.0,0
HW-78629,57,0,2,128,264.0,0,0,172,0,0.0,1,,3.0,0
EQ-47003,50,1,3,138,175.0,0,0,147,0,2.0,2,1.0,7.0,1
LN-59491,45,0,4,110,341.0,0,0,120,1,1.8,2,0.0,3.0,0
AB-98368,58,0,3,130,216.0,0,0,165,0,1.2,2,0.0,3.0,0
ZP-46262,56,1,4,130,192.0,0,2,105,1,2.0,2,1.0,6.0,1
UB-62911,50,1,4,140,256.0,0,2,161,0,0.5,2,1.0,7.0,1
AT-08895,50,0,2,134,271.0,0,0,170,0,1.8,1,0.0,3.0,0
SK-75727,55,0,4,180,225.0,1,2,117,0,2.8,3,1.0,7.0,1
OD-48635,51,0,2,130,197.0,0,1,163,0,0.0,1,0.0,3.0,0
BC-29984,56,1,4,130,276.0,0,0,112,0,5.6,3,1.0,7.0,1
LX-02891,57,1,3,128,229.0,1,2,178,0,0.0,1,1.0,7.0,1
GW-92385,43,0,2,118,306.0,1,0,170,0,0.7,1,0.0,3.0,0
FU-13009,60,1,4,140,234.0,0,0,141,1,2.2,2,3.0,7.0,1
MO-70744,35,1,2,128,172.0,0,2,170,0,0.2,1,0.0,7.0,1
US-38422,57,0,2,170,288.0,0,2,178,0,0.0,2,2.0,3.0,0
EG-42702,51,1,3,120,149.0,0,2,158,0,2.4,3,0.0,3.0,0
MR-81759,51,1,4,130,226.0,0,2,178,1,0.5,1,1.0,7.0,0
XH-18824,44,1,2,120,197.0,0,0,170,0,0.0,1,0.0,3.0,0
DB-83380,57,1,2,150,232.0,0,0,165,0,1.0,1,0.0,7.0,0
JN-53932,40,1,2,130,198.0,0,0,132,0,0.0,2,0.0,6.0,0
OQ-27793,59,0,2,150,252.0,0,2,159,0,3.0,2,0.0,7.0,1
SK-58993,54,1,1,150,239.0,1,2,174,0,0.8,1,2.0,3.0,0
OM-15630,58,1,4,150,203.0,0,0,111,0,0.1,2,1.0,7.0,1
AB-65687,54,0,4,122,205.0,0,0,131,1,2.0,2,3.0,7.0,1
NC-46505,67,0,3,115,225.0,0,0,121,0,0.0,2,1.0,3.0,1
EX-67405,48,0,3,105,178.0,0,2,158,0,2.5,2,0.0,7.0,1
KU-34545,61,0,4,130,197.0,0,0,142,1,1.9,1,1.0,3.0,1
VP-60423,58,1,3,125,223.0,1,2,123,1,2.0,2,2.0,7.0,1
IA-63930,57,0,3,102,267.0,0,2,167,0,0.0,1,1.0,3.0,0
LP-53936,51,1,4,140,213.0,0,0,168,0,1.0,2,0.0,7.0,1
TA-89800,44,0,4,115,183.0,0,0,118,0,0.1,1,0.0,,0
JF-49000,43,1,4,102,204.0,1,2,185,0,0.0,1,0.0,3.0,0
VF-90888,52,1,4,108,208.0,0,2,185,0,0.0,1,0.0,3.0,0
ZP-41846,65,1,4,112,267.0,0,2,151,0,0.0,2,2.0,6.0,1
GS-03748,53,1,4,140,298.0,0,2,112,1,4.2,3,3.0,7.0,1
RY-16902,48,1,4,112,206.0,0,0,118,0,0.1,2,1.0,7.0,0
GH-01887,42,0,2,118,220.0,0,0,173,0,1.2,1,0.0,3.0,0
FW-71175,57,1,4,165,199.0,1,0,155,1,3.6,2,2.0,7.0,1
LU-27515,46,1,4,150,309.0,0,2,147,1,0.1,1,,7.0,0
AM-31889,58,0,3,120,267.0,0,2,172,0,0.0,1,1.0,7.0,0
YE-95650,66,1,4,120,281.0,0,2,147,0,1.2,2,1.0,7.0,1
GE-87769,57,1,1,134,207.0,1,0,173,1,0.9,1,1.0,7.0,1
PS-28544,29,0,4,120,265.0,0,2,114,0,2.0,2,0.0,3.0,0
XF-05893,50,1,3,124,175.0,1,0,158,0,2.4,1,0.0,3.0,0
GO-70835,52,1,4,128,282.0,0,2,122,1,4.2,2,0.0,7.0,1
NU-44863,57,1,4,150,276.0,0,0,103,1,2.6,2,0.0,7.0,1
BC-60663,57,1,2,152,236.0,0,2,178,0,0.0,1,0.0,3.0,0
NN-48224,59,1,4,140,259.0,0,2,125,0,2.2,3,2.0,7.0,1
EN-52832,45,1,4,115,290.0,0,2,118,0,0.1,1,0.0,3.0,0
SQ-93578,38,1,3,150,321.0,0,2,170,0,1.5,1,0.0,3.0,0
DZ-22452,58,0,2,130,216.0,1,2,152,1,0.0,1,0.0,3.0,0
NY-37380,41,0,2,108,210.0,0,0,162,0,1.1,3,0.0,3.0,0
EF-14438,47,1,4,140,243.0,0,2,161,0,0.0,1,0.0,7.0,1
WZ-93434,59,1,4,140,206.0,1,0,125,1,2.4,2,2.0,7.0,1
RO-82745,54,1,2,118,229.0,0,0,162,0,0.6,1,0.0,7.0,0
IZ-09366,43,1,4,110,211.0,0,0,120,1,0.9,2,0.0,7.0,1
FO-19013,54,1,4,110,260.0,0,0,116,1,0.0,2,1.0,7.0,1
ZI-81049,60,1,4,145,273.0,0,0,140,0,1.8,2,3.0,6.0,1
LF-54417,56,1,4,130,131.0,0,2,120,1,2.6,2,1.0,7.0,1
GJ-18898,58,0,4,128,264.0,0,2,146,1,1.4,2,2.0,3.0,1
XB-23846,67,0,1,140,325.0,0,2,112,0,3.4,2,0.0,7.0,0
GW-64888,64,0,4,178,228.0,1,2,154,0,1.6,1,0.0,3.0,1
BE-46557,41,1,4,140,231.0,1,0,173,0,1.0,2,,7.0,1
BC-86017,74,0,3,115,302.0,0,2,97,0,0.8,1,2.0,3.0,0
WR-07180,62,1,4,130,231.0,0,2,96,1,2.0,2,2.0,7.0,1
FL-01932,44,1,2,110,309.0,0,0,175,0,1.2,2,3.0,3.0,0
HH-50634,46,0,3,142,204.0,0,0,160,0,1.4,2,0.0,3.0,0
IA-86202,50,1,3,124,175.0,0,0,158,1,2.5,1,0.0,3.0,0
MM-78302,41,1,4,110,235.0,0,2,122,1,0.9,2,0.0,7.0,1
KA-19431,65,0,3,160,303.0,0,2,145,0,1.5,1,0.0,3.0,1
TW-70122,44,0,4,138,183.0,1,2,186,0,0.0,1,0.0,3.0,0
HT-21739,38,1,4,120,172.0,0,0,130,0,6.2,2,0.0,6.0,1
WH-80836,67,1,4,110,211.0,0,2,125,1,1.0,2,3.0,3.0,1
VN-10961,64,1,4,130,254.0,0,2,127,0,2.6,3,1.0,7.0,1
PS-92081,41,1,3,140,321.0,0,2,168,0,0.2,2,0.0,3.0,0
NY-32911,47,1,4,112,211.0,0,0,120,0,0.3,1,0.0,3.0,0
YH-61815,45,1,2,135,308.0,0,0,142,1,0.0,2,0.0,6.0,0
HP-46556,42,1,1,132,247.0,0,2,182,0,2.3,2,0.0,3.0,0
FQ-96039,42,1,4,110,206.0,0,2,130,1,1.5,2,0.0,7.0,1
OH-34545,57,0,2,120,295.0,0,2,132,0,0.2,1,1.0,3.0,1
KQ-24510,63,0,4,150,409.0,0,2,157,0,4.0,3,3.0,3.0,1
AV-24663,44,1,4,110,233.0,0,2,120,1,1.8,2,0.0,7.0,1
TD-18603,40,0,2,126,204.0,0,0,163,0,1.4,1,0.0,3.0,0
YC-38003,71,0,4,140,239.0,0,0,157,1,0.0,1,0.0,3.0,0
VW-53342,61,1,3,138,224.0,0,0,145,0,2.2,1,0.0,7.0,0
ZE-50313,64,0,3,130,325.0,0,0,96,0,1.1,2,0.0,3.0,0
QS-09542,49,1,3,108,188.0,0,0,154,0,0.5,2,0.0,7.0,0
XX-78352,61,1,3,140,243.0,1,0,179,0,0.0,1,2.0,3.0,1
EW-82361,54,0,2,108,267.0,0,0,132,1,0.0,2,1.0,3.0,0
HD-61827,51,1,3,94,149.0,0,0,158,0,1.6,2,3.0,7.0,1
RE-40627,55,1,4,140,266.0,0,2,116,1,3.0,2,0.0,7.0,1
OQ-76230,41,0,2,126,268.0,0,0,165,0,1.4,1,0.0,3.0,0
AC-49256,40,1,2,120,223.0,0,0,179,0,0.0,1,0.0,3.0,0
DV-14841,57,0,4,140,409.0,0,2,154,1,4.0,1,3.0,7.0,1
PM-09171,51,0,3,94,219.0,0,0,158,0,0.0,1,0.0,3.0,0
XA-74640,60,0,3,135,195.0,0,2,172,0,0.0,1,1.0,3.0,0
WJ-57653,60,1,3,117,246.0,0,2,131,1,2.2,2,1.0,7.0,0
LD-08896,51,0,4,130,275.0,0,2,152,1,0.0,2,0.0,3.0,0
VH-95548,56,1,4,125,131.0,0,0,105,1,1.2,2,1.0,7.0,1
EU-60358,39,1,3,140,250.0,0,0,150,0,2.6,2,1.0,6.0,1
RP-69420,50,1,3,118,175.0,0,0,143,0,1.8,1,1.0,3.0,0
CX-17228,52,1,3,130,256.0,0,2,166,0,0.5,2,0.0,7.0,0
KX-83126,57,0,2,128,263.0,0,0,167,0,0.7,1,,3.0,0
VK-35771,34,1,2,130,167.0,1,0,174,1,0.0,1,0.0,7.0,0
GF-17069,48,0,2,142,252.0,0,2,179,0,0.0,1,0.0,3.0,0
EJ-47067,48,1,3,130,243.0,0,2,161,0,2.0,2,0.0,3.0,0
GL-76744,58,1,2,150,218.0,0,2,152,0,3.6,2,2.0,3.0,0
EX-42306,58,1,2,150,270.0,0,0,152,0,1.2,2,0.0,3.0,1
PP-26363,35,1,2,130,172.0,0,0,192,0,0.0,1,0.0,3.0,0
QB-14107,59,1,4,135,216.0,0,0,131,1,2.4,2,2.0,7.0,1
IO-90232,46,0,2,134,204.0,0,2,169,0,1.2,2,0.0,3.0,0
NF-66429,59,1,4,164,282.0,0,2,105,1,2.6,2,2.0,7.0,1
NY-58036,77,0,2,106,211.0,0,0,160,0,0.0,1,1.0,3.0,0
OE-67266,47,1,4,138,261.0,0,0,122,1,2.6,2,0.0,6.0,1
UM-46071,67,0,4,120,325.0,0,2,122,0,2.4,2,2.0,7.0,1
QV-53833,64,1,1,140,263.0,1,0,162,0,1.4,2,2.0,6.0,1
TY-87523,66,0,3,140,278.0,0,2,114,0,1.5,2,0.0,3.0,0
SQ-90714,64,0,4,160,226.0,0,2,145,1,4.0,2,0.0,7.0,1
DZ-29969,53,1,1,130,203.0,1,2,152,0,0.6,2,0.0,6.0,1
QV-14747,56,1,4,120,283.0,0,2,145,0,1.4,1,2.0,7.0,1
RP-34624,60,1,2,140,271.0,0,0,164,0,0.0,1,0.0,3.0,0
FR-16015,61,1,3,148,211.0,0,0,159,0,1.4,1,0.0,3.0,1
DH-26497,55,1,1,150,353.0,1,2,149,0,0.6,1,1.0,7.0,0
VY-75331,54,1,2,120,229.0,0,0,154,0,0.1,2,0.0,6.0,0
PH-44908,65,1,4,160,245.0,0,2,96,1,2.3,2,0.0,3.0,1
HW-28192,51,0,3,125,205.0,0,0,126,0,0.2,2,0.0,3.0,0
ZF-81858,38,1,1,126,199.0,0,2,187,0,0.0,1,0.0,3.0,0
MP-93099,64,1,4,140,330.0,0,0,125,0,3.4,2,0.0,7.0,1
ER-79615,60,0,4,130,205.0,0,2,163,0,1.1,1,1.0,3.0,1
MB-84527,45,1,4,110,197.0,0,2,185,0,0.0,1,0.0,3.0,0
NH-52284,66,1,4,110,302.0,0,2,127,1,1.2,2,1.0,3.0,1
VZ-92086,77,0,3,160,302.0,0,2,143,1,1.2,2,1.0,3.0,0
WU-40485,46,1,4,130,247.0,0,0,173,0,0.8,2,,3.0,0
HL-59919,59,1,4,135,204.0,0,0,162,0,0.0,1,0.0,,0
WP-80649,52,1,3,120,230.0,0,0,150,0,0.6,2,1.0,7.0,1
ZE-29129,51,1,4,140,261.0,0,2,150,1,1.6,2,1.0,7.0,1
EK-26739,52,1,3,134,218.0,0,0,163,0,0.1,2,0.0,6.0,0
OL-69776,60,1,4,140,216.0,0,0,160,0,1.4,2,0.0,7.0,1
PK-56473,39,1,3,130,321.0,0,1,179,0,1.9,3,0.0,3.0,0
QY-19716,62,1,4,128,335.0,0,2,151,1,1.0,3,0.0,7.0,1
KO-64210,46,0,4,112,341.0,0,2,125,0,3.0,2,0.0,7.0,1
MG-64220,67,1,3,160,228.0,0,2,112,1,2.0,2,0.0,7.0,1
XY-99988,59,1,4,170,199.0,1,0,161,0,0.0,2,1.0,7.0,0
XR-51284,51,1,4,130,266.0,0,2,186,0,0.0,2,0.0,3.0,0
ZM-62285,64,0,3,140,226.0,0,0,162,0,0.5,2,0.0,3.0,0
XE-37261,43,1,4,120,177.0,0,0,144,1,4.0,3,2.0,7.0,1
DP-55710,34,1,4,118,219.0,0,0,130,1,3.0,1,0.0,7.0,1
TB-12131,67,1,4,135,231.0,0,2,108,0,3.0,2,1.0,3.0,1
WQ-75023,61,1,2,125,258.0,0,2,134,0,0.0,2,0.0,6.0,0
GB-99196,38,1,1,138,231.0,0,0,192,0,0.8,2,0.0,3.0,0
PG-01785,52,0,4,128,275.0,0,2,163,1,0.0,1,0.0,3.0,0
EF-42196,66,1,3,130,335.0,1,2,115,1,0.4,1,1.0,7.0,1
RR-66558,59,1,4,110,234.0,0,2,140,1,0.0,2,0.0,6.0,1
PY-66817,42,1,1,115,211.0,0,2,188,0,0.0,1,0.0,7.0,0
OA-89019,61,1,1,145,176.0,0,0,157,0,1.4,1,2.0,3.0,0
RQ-23503,65,1,4,110,281.0,0,2,138,0,0.1,1,0.0,6.0,0
XN-66755,58,1,2,150,273.0,0,2,149,0,3.1,3,0.0,6.0,0
QY-28568,48,1,2,130,274.0,0,0,171,0,0.0,1,0.0,3.0,0
HF-97530,59,1,3,135,230.0,1,0,172,0,0.1,2,0.0,3.0,0
BF-85678,60,1,4,140,177.0,1,2,144,1,1.0,2,0.0,6.0,1
ZL-45778,66,0,1,170,228.0,1,2,162,0,0.8,2,1.0,3.0,1
UP-00467,39,1,3,138,250.0,0,0,152,0,0.0,2,0.0,6.0,0
HM-75830,58,0,1,120,295.0,0,0,132,0,0.0,1,0.0,3.0,0
UM-42680,44,1,4,104,275.0,0,0,144,0,1.0,2,0.0,3.0,0
IJ-08009,58,1,4,125,284.0,0,2,142,1,1.8,1,1.0,7.0,1
GD-19171,46,1,2,122,311.0,0,0,157,0,0.0,1,1.0,3.0,0
TN-07361,56,1,4,132,283.0,0,2,116,1,3.6,2,1.0,7.0,1
SD-98245,43,0,4,150,265.0,0,0,128,1,2.6,2,0.0,7.0,1
FD-70076,42,1,1,110,275.0,0,2,188,0,0.0,1,0.0,3.0,0
YJ-90950,51,1,3,100,188.0,0,0,154,0,0.0,1,1.0,7.0,0
TM-65396,39,1,4,120,204.0,0,0,114,1,3.4,2,0.0,7.0,0
NS-21381,54,1,4,140,286.0,0,2,145,1,0.0,2,2.0,7.0,1
TO-92403,43,1,4,140,308.0,0,0,136,1,3.2,2,0.0,7.0,1
XD-97166,65,1,4,112,281.0,0,0,140,1,1.0,2,0.0,6.0,1
PD-56977,60,1,1,134,253.0,1,2,172,0,1.4,3,0.0,7.0,1
VO-09897,48,1,3,138,226.0,0,0,174,0,0.0,1,1.0,7.0,1
CQ-80474,48,0,2,134,250.0,0,0,173,1,0.0,1,0.0,3.0,0
ZO-89962,51,1,4,110,275.0,0,2,144,1,1.0,2,0.0,7.0,1
AY-20420,76,0,3,120,149.0,0,0,160,0,0.0,1,0.0,3.0,0
WN-47402,58,1,4,100,318.0,0,2,182,0,0.0,1,0.0,3.0,0
MQ-41967,35,1,2,130,182.0,1,2,187,0,0.0,1,0.0,3.0,0
IQ-53835,64,1,4,130,322.0,0,0,99,0,2.4,2,2.0,7.0,1
KD-68065,51,1,3,94,245.0,0,2,165,0,1.6,3,0.0,7.0,1
TJ-26617,60,1,4,130,206.0,0,2,130,1,1.4,2,1.0,7.0,1
KG-71043,41,0,3,94,209.0,0,0,169,0,0.0,1,0.0,3.0,0
XB-72958,48,0,2,120,244.0,1,0,150,0,0.0,1,1.0,3.0,0
SV-95653,46,1,4,124,244.0,0,0,152,1,0.0,1,0.0,7.0,1
AE-96909,58,1,4,114,335.0,0,0,140,1,1.8,2,3.0,6.0,1
MI-49845,58,1,4,120,260.0,0,2,138,0,1.8,1,1.0,7.0,1
OS-39302,54,0,3,132,304.0,0,0,156,0,3.2,1,2.0,7.0,0
SK-51316,38,1,3,130,250.0,0,0,192,0,2.0,1,0.0,3.0,0
JL-16837,68,1,4,180,270.0,1,0,71,1,1.0,2,0.0,7.0,1
ZW-85346,54,1,4,110,230.0,0,0,113,1,0.0,1,1.0,3.0,1
KE-57811,67,1,4,120,302.0,0,2,125,0,2.2,2,2.0,3.0,0
RV-44940,53,0,2,108,295.0,0,0,167,1,0.6,3,0.0,3.0,0
RO-24854,59,1,4,126,220.0,0,2,161,0,0.0,1,1.0,7.0,0
OL-05642,56,0,1,150,342.0,0,2,155,1,0.2,3,0.0,3.0,1
PB-85727,74,0,3,106,211.0,0,0,130,0,0.0,1,0.0,3.0,0
WM-86720,56,1,2,130,261.0,0,0,142,0,0.0,2,0.0,3.0,0
ST-40195,52,0,3,135,319.0,1,2,155,0,0.0,1,0.0,3.0,0
DG-04993,58,1,4,146,218.0,0,0,140,1,0.0,2,0.0,7.0,0
DQ-68216,45,1,3,130,253.0,0,0,175,0,3.5,1,0.0,3.0,0
OB-18784,58,1,4,128,259.0,0,2,125,1,0.0,2,0.0,7.0,1
FD-01017,48,1,4,130,243.0,0,2,166,0,0.0,1,1.0,3.0,1
DH-31698,65,1,4,125,330.0,0,2,96,0,1.2,2,1.0,7.0,1
IH-39129,60,1,1,178,283.0,0,0,125,0,4.2,2,0.0,7.0,0
SO-97718,51,1,4,140,256.0,0,2,143,1,0.0,2,1.0,7.0,1
TK-66509,77,0,4,120,302.0,0,2,125,0,1.2,2,1.0,3.0,1
YC-48134,52,0,3,110,178.0,0,0,139,0,1.5,1,0.0,7.0,0
IM-05766,57,0,2,130,264.0,0,0,171,0,0.6,1,,3.0,0
IR-73365,41,0,3,130,204.0,0,1,150,0,2.0,1,0.0,3.0,0
CI-78057,54,1,1,138,262.0,1,2,142,1,3.2,2,2.0,3.0,0
GM-49435,65,1,1,145,286.0,0,2,157,0,0.8,2,1.0,3.0,1
QO-15453,39,1,1,118,182.0,0,2,178,0,0.6,2,0.0,3.0,0
AD-92383,57,1,4,150,207.0,0,2,155,1,1.4,2,1.0,7.0,1
SC-89045,67,1,4,135,322.0,0,0,163,0,0.0,1,0.0,3.0,0
IY-78838,51,1,4,125,274.0,0,2,161,1,0.0,1,3.0,7.0,1
RM-45030,54,1,4,110,208.0,0,0,160,1,0.5,2,0.0,7.0,0
OP-12850,67,1,4,160,212.0,0,0,99,0,2.6,2,1.0,3.0,0
KH-41889,71,0,4,140,302.0,1,2,165,0,1.2,2,1.0,3.0,1
WN-75468,48,1,3,118,226.0,1,2,143,0,1.2,2,0.0,7.0,0
UG-83732,63,0,4,150,258.0,0,2,157,0,0.8,1,0.0,3.0,0
NQ-02409,56,1,2,130,221.0,0,2,174,0,0.0,1,0.0,7.0,0
PM-13214,67,1,4,100,299.0,0,0,141,0,0.1,1,0.0,7.0,1
FH-83153,42,1,3,130,315.0,0,0,162,0,3.5,1,3.0,3.0,1
WS-85061,41,1,3,138,250.0,0,2,168,0,0.0,1,0.0,3.0,0
NU-28614,52,0,3,108,214.0,0,0,115,0,0.0,1,0.0,3.0,0
MW-05810,64,1,4,128,322.0,0,0,71,1,1.2,2,1.0,7.0,1
MT-63405,57,1,4,110,335.0,0,0,88,1,1.8,2,3.0,6.0,1
RY-34203,62,0,4,150,409.0,0,2,163,0,1.6,2,3.0,3.0,1
CE-22054,49,1,4,144,256.0,0,2,181,0,0.0,1,0.0,3.0,0
VH-64362,52,1,1,125,226.0,0,0,125,0,2.2,2,0.0,3.0,0
FV-76671,62,0,4,138,407.0,0,2,169,0,1.9,3,3.0,3.0,1
AL-66276,48,1,4,112,303.0,0,0,153,0,0.0,1,1.0,3.0,1
UC-23634,71,0,3,140,211.0,0,2,120,0,1.5,2,0.0,3.0,0
JA-32930,71,0,4,110,269.0,0,0,122,0,1.2,2,1.0,3.0,1
TR-27223,63,0,4,140,409.0,0,2,154,0,1.6,3,0.0,3.0,0
JB-75375,58,1,4,125,284.0,0,2,170,0,0.0,1,0.0,7.0,1
LB-67093,65,1,3,152,174.0,0,0,155,0,1.6,1,0.0,3.0,0
QL-00458,63,0,4,124,256.0,0,2,125,1,1.9,2,1.0,7.0,1
ZL-69750,29,1,4,118,204.0,0,0,114,0,0.6,1,0.0,7.0,0
MS-86696,67,1,1,150,212.0,1,2,162,1,0.0,1,2.0,3.0,0
VN-86732,45,1,2,120,263.0,0,0,147,0,0.0,2,0.0,6.0,0
JZ-60529,62,0,4,138,409.0,0,2,150,1,1.9,2,0.0,7.0,1
DG-57845,54,1,4,124,353.0,0,2,109,1,3.4,2,3.0,7.0,1
QI-71319,69,1,1,150,174.0,0,0,143,0,6.2,3,0.0,3.0,0
MC-84677,64,0,3,140,228.0,1,0,164,0,0.4,1,1.0,3.0,0
FX-71924,68,1,3,180,227.0,1,2,150,0,1.6,3,0.0,7.0,0
RH-62646,63,1,1,150,174.0,0,0,145,1,2.0,2,0.0,7.0,1
FB-50037,58,1,3,114,223.0,0,2,115,1,2.9,2,2.0,7.0,1
YG-27916,45,1,4,142,247.0,0,0,98,1,1.6,2,0.0,3.0,0
LH-40992,62,0,4,140,258.0,0,2,165,0,1.6,2,0.0,3.0,0
LH-36720,45,0,3,126,204.0,0,0,158,0,0.0,1,1.0,3.0,0
CU-14783,63,0,3,120,269.0,0,0,151,0,1.0,3,2.0,3.0,0
KC-03777,50,1,3,124,222.0,1,0,158,0,2.4,1,0.0,7.0,1
RI-41569,58,1,2,140,234.0,0,2,175,0,0.2,2,0.0,3.0,0
XS-87699,39,1,1,120,192.0,0,0,179,0,3.8,1,0.0,3.0,0
HC-84864,44,1,2,135,247.0,1,0,132,0,0.0,1,0.0,3.0,0
CF-42850,57,0,4,128,330.0,0,2,150,0,0.0,1,0.0,3.0,0
VW-18109,66,1,4,112,302.0,0,2,132,0,0.3,1,1.0,3.0,1
SB-26600,74,0,4,106,302.0,0,2,122,0,0.3,1,1.0,3.0,1
CE-50463,50,1,3,130,149.0,1,2,173,0,0.5,2,0.0,3.0,0
MK-07739,53,1,4,122,204.0,0,2,115,1,1.4,2,0.0,7.0,1
BU-51744,54,0,4,110,267.0,0,2,131,1,0.9,2,2.0,7.0,1
OH-14417,61,1,4,130,204.0,0,2,140,1,2.0,2,1.0,7.0,1
IR-98615,65,1,1,140,254.0,0,0,133,0,2.8,2,0.0,3.0,0
EV-89841,41,1,4,140,219.0,0,0,182,0,0.0,1,0.0,3.0,0
NX-92698,56,0,2,200,249.0,0,0,162,0,0.0,1,0.0,3.0,1
OZ-69059,59,0,4,150,241.0,0,0,154,0,1.4,1,0.0,3.0,0
ME-33910,68,1,4,144,245.0,1,0,163,0,0.5,1,0.0,3.0,0
ZK-91163,59,0,4,174,201.0,1,0,154,1,1.4,1,2.0,3.0,0
ZN-44876,50,1,3,138,245.0,1,2,174,0,0.1,1,3.0,3.0,0
CA-71073,68,0,3,152,239.0,0,0,150,0,0.0,1,0.0,3.0,0
OH-93035,44,0,2,138,242.0,0,0,152,0,0.0,2,0.0,3.0,0
YC-87637,53,1,2,120,309.0,0,0,157,1,0.0,1,,3.0,0
SF-28047,61,1,4,130,216.0,0,2,141,1,0.4,2,0.0,7.0,0
MZ-16271,58,1,3,132,197.0,1,2,173,0,1.2,1,1.0,3.0,0
OT-46596,53,1,3,152,211.0,0,2,162,0,0.0,1,1.0,3.0,0
MY-12659,68,1,3,145,245.0,0,2,151,0,0.8,2,0.0,7.0,1
TB-59193,44,0,3,130,242.0,0,2,168,0,0.5,2,0.0,3.0,0
IX-08888,66,0,4,178,269.0,0,0,165,0,0.0,1,0.0,3.0,1
NQ-69957,51,1,3,94,222.0,0,0,158,0,2.4,2,1.0,7.0,1
GU-19553,59,1,2,150,218.0,0,0,137,1,0.0,2,0.0,6.0,0
IX-63420,51,0,3,130,236.0,0,2,180,0,0.0,1,0.0,3.0,0
MM-58466,44,1,3,130,226.0,0,2,172,0,2.0,2,1.0,3.0,1
LG-22921,57,1,3,110,246.0,0,2,165,0,0.0,1,0.0,7.0,0
FJ-61291,70,1,4,125,208.0,0,0,99,1,1.0,2,3.0,7.0,1
CP-16227,58,0,4,140,394.0,0,2,150,1,1.9,2,2.0,7.0,1
MU-81895,50,1,3,129,188.0,1,0,163,0,2.5,1,2.0,3.0,0
